Location,Test,timestamp,Deployment,RequestPeriod(ns),NumValidRtt(ns),MinRtt(ns),AvgRtt(ns),MaxRtt(ns),StdRtt(ns),Tps,TxBandwidth(bps),RxBandwidth(bps)
10gRemote,basic,20160518_17-19,kvmBridgeBr0,1E+07,1000,2.45407E+05,4.78303E+05,1.532677E+06,4.883E+04,99.99283267374248,102392.6606579123,204785.3213158246
10gRemote,basic,20160518_17-19,kvmBridgeBr0,3E+06,1000,3.35325E+05,4.56088E+05,5.0308E+06,1.60592E+05,333.243729648493,341241.57916005683,682483.1583201137
10gRemote,basic,20160518_17-19,kvmBridgeBr0,1E+06,1000,2.99783E+05,3.61532E+05,4.98719E+05,2.1872E+04,999.3956105075675,1.0233811051597492e+06,2.0467622103194983e+06
10gRemote,basic,20160518_17-19,kvmBridgeBr0,3E+05,1000,1.48504E+05,2.7634E+05,4.45069E+05,5.7919E+04,3326.0420283460203,3.405867037026325e+06,6.81173407405265e+06
10gRemote,basic,20160518_17-19,kvmBridgeBr0,1E+05,1000,1.08498E+05,1.58858E+05,4.01122E+05,3.2077E+04,9734.998542476018,9.968638507495442e+06,1.9937277014990885e+07
10gRemote,basic,20160518_17-19,kvmBridgeBr0,3E+04,1000,9.6236E+04,1.93116E+05,1.748737E+06,1.94444E+05,12055.239421635904,1.2344565167755166e+07,2.4689130335510332e+07
10gRemote,basic,20160518_17-19,kvmBridgeBr0,1E+04,1000,9.0583E+04,1.45027E+05,4.29735E+05,3.7961E+04,15012.723207855042,1.5373028564843563e+07,3.0746057129687127e+07
10gRemote,basic,20160518_17-19,kvmBridgeBr0,3E+03,1000,9.811E+04,1.45538E+05,1.104953E+06,4.459E+04,15477.211493092473,1.5848664568926692e+07,3.1697329137853384e+07
10gRemote,basic,20160518_17-19,kvmBridgeBr0,1E+03,1000,9.5282E+04,1.63379E+05,1.561188E+06,1.48547E+05,15819.978015609351,1.6199657487983976e+07,3.239931497596795e+07
10gRemote,basic,20160518_17-19,kvmBridgeBr0,3E+02,1000,9.6419E+04,1.44183E+05,3.69667E+05,3.1406E+04,16004.214101623525,1.638831524006249e+07,3.277663048012498e+07
10gRemote,basic,20160518_17-19,kvmBridgeBr0,1E+02,1000,9.3074E+04,1.43584E+05,4.34166E+05,3.4545E+04,15719.354442581944,1.609661894920391e+07,3.219323789840782e+07
10gRemote,basic,20160518_17-19,kvmBridgeBr0,3E+01,1000,9.8473E+04,1.4616E+05,4.05875E+05,3.55E+04,16068.354006663354,1.6453994502823275e+07,3.290798900564655e+07
10gRemote,basic,20160518_17-19,kvmBridgeBr0,1E+01,1000,9.6842E+04,1.50964E+05,1.093286E+06,8.6139E+04,15982.804548105221,1.6366391857259747e+07,3.2732783714519493e+07
10gRemote,basic,20160518_17-19,kvmBridgeBr0,3E+00,1000,9.8549E+04,1.47211E+05,4.52959E+05,3.9977E+04,15916.968687168262,1.62989759356603e+07,3.25979518713206e+07
10gRemote,basic,20160518_17-19,kvmBridgeBr0,1E+00,1000,9.9586E+04,1.5425E+05,5.02353E+05,4.6573E+04,15288.120531053048,1.565503542379832e+07,3.131007084759664e+07
10gRemote,basic,20160518_17-19,kvmBridgeBr0,0E+00,1000,1.403242E+06,2.26887E+06,4.101463E+06,8.78851E+05,162717.38025017796,1.6662259737618223e+08,3.3324519475236446e+08
10gRemote,basic,20160518_17-19,kvmNetworkDefault,1E+07,1000,2.27547E+05,4.85079E+05,1.827183E+06,5.4792E+04,99.99252059945617,102392.34109384312,204784.68218768624
10gRemote,basic,20160518_17-19,kvmNetworkDefault,3E+06,1000,3.262E+05,4.34188E+05,7.53046E+05,4.2512E+04,333.2428057035453,341240.6330404304,682481.2660808607
10gRemote,basic,20160518_17-19,kvmNetworkDefault,1E+06,1000,3.10296E+05,4.03451E+05,6.02935E+05,4.0403E+04,999.2166770758232,1.023197877325643e+06,2.046395754651286e+06
10gRemote,basic,20160518_17-19,kvmNetworkDefault,3E+05,1000,1.37887E+05,2.73715E+05,1.5901E+06,9.0293E+04,3326.0190626392227,3.405843520142564e+06,6.811687040285128e+06
10gRemote,basic,20160518_17-19,kvmNetworkDefault,1E+05,1000,1.23499E+05,1.99789E+05,5.5723E+05,5.2008E+04,9101.93500948986,9.320381449717617e+06,1.8640762899435233e+07
10gRemote,basic,20160518_17-19,kvmNetworkDefault,3E+04,1000,9.3944E+04,2.05737E+05,1.932768E+06,2.15271E+05,11273.38319505627,1.1543944391737621e+07,2.3087888783475243e+07
10gRemote,basic,20160518_17-19,kvmNetworkDefault,1E+04,1000,9.7797E+04,1.66414E+05,4.34361E+05,3.8169E+04,13315.852814392712,1.3635433281938137e+07,2.7270866563876275e+07
10gRemote,basic,20160518_17-19,kvmNetworkDefault,3E+03,1000,9.3452E+04,1.70929E+05,5.20981E+05,4.3982E+04,13752.916856136018,1.4082986860683283e+07,2.8165973721366566e+07
10gRemote,basic,20160518_17-19,kvmNetworkDefault,1E+03,1000,9.9121E+04,1.71004E+05,5.08048E+05,4.4348E+04,13813.830863316773,1.4145362804036375e+07,2.829072560807275e+07
10gRemote,basic,20160518_17-19,kvmNetworkDefault,3E+02,1000,9.7547E+04,1.70954E+05,5.68024E+05,4.9678E+04,15575.29485357058,1.5949101930056274e+07,3.1898203860112548e+07
10gRemote,basic,20160518_17-19,kvmNetworkDefault,1E+02,1000,9.5099E+04,1.56578E+05,3.84601E+05,4.4091E+04,15460.919541900375,1.5831981610905984e+07,3.166396322181197e+07
10gRemote,basic,20160518_17-19,kvmNetworkDefault,3E+01,1000,9.3648E+04,1.49677E+05,4.65391E+05,4.1448E+04,15442.87422157297,1.5813503202890722e+07,3.1627006405781444e+07
10gRemote,basic,20160518_17-19,kvmNetworkDefault,1E+01,1000,9.6946E+04,1.49703E+05,5.23011E+05,4.6262E+04,15577.426296692616,1.5951284527813239e+07,3.1902569055626478e+07
10gRemote,basic,20160518_17-19,kvmNetworkDefault,3E+00,1000,9.5587E+04,1.51917E+05,5.58998E+05,4.7494E+04,15765.09503908719,1.6143457320025282e+07,3.2286914640050564e+07
10gRemote,basic,20160518_17-19,kvmNetworkDefault,1E+00,1000,9.8199E+04,1.57901E+05,4.15458E+05,4.5338E+04,15332.890233249445,1.5700879598847432e+07,3.1401759197694864e+07
10gRemote,basic,20160518_17-19,kvmNetworkDefault,0E+00,1000,1.510241E+06,2.189725E+06,3.206168E+06,5.37562E+05,181746.2433505865,1.8610815319100058e+08,3.7221630638200116e+08
10gRemote,basic,20160518_17-19,lxcBridgeBr0,1E+07,1000,1.99298E+05,2.91812E+05,1.591917E+06,5.2474E+04,99.99322843857149,102393.06592109721,204786.13184219442
10gRemote,basic,20160518_17-19,lxcBridgeBr0,3E+06,1000,1.53288E+05,2.86434E+05,4.10129E+05,4.7651E+04,333.2566766328042,341254.8368719915,682509.673743983
10gRemote,basic,20160518_17-19,lxcBridgeBr0,1E+06,1000,1.50193E+05,2.09824E+05,6.06477E+05,3.9653E+04,999.5174949235355,1.0235059148017004e+06,2.0470118296034008e+06
10gRemote,basic,20160518_17-19,lxcBridgeBr0,3E+05,1000,1.26324E+05,1.548E+05,5.42452E+05,1.661E+04,3327.638014319066,3.4075013266627234e+06,6.815002653325447e+06
10gRemote,basic,20160518_17-19,lxcBridgeBr0,1E+05,1000,9.3917E+04,1.43378E+05,8.28919E+05,4.4598E+04,9572.808445269458,9.802555847955925e+06,1.960511169591185e+07
10gRemote,basic,20160518_17-19,lxcBridgeBr0,3E+04,1000,8.287E+04,1.75557E+05,1.688895E+06,1.56599E+05,10940.593452798777,1.1203167695665948e+07,2.2406335391331896e+07
10gRemote,basic,20160518_17-19,lxcBridgeBr0,1E+04,1000,8.7195E+04,1.42801E+05,4.46326E+05,3.9004E+04,13327.69340888785,1.3647558050701158e+07,2.7295116101402316e+07
10gRemote,basic,20160518_17-19,lxcBridgeBr0,3E+03,1000,8.0477E+04,1.2831E+05,4.32255E+05,3.6518E+04,15372.919903659142,1.5741869981346961e+07,3.1483739962693922e+07
10gRemote,basic,20160518_17-19,lxcBridgeBr0,1E+03,1000,8.6454E+04,1.42586E+05,6.27775E+05,4.4994E+04,13907.930584350186,1.424172091837459e+07,2.848344183674918e+07
10gRemote,basic,20160518_17-19,lxcBridgeBr0,3E+02,1000,8.3557E+04,1.45837E+05,1.119577E+06,5.0515E+04,13549.471246789011,1.3874658556711948e+07,2.7749317113423895e+07
10gRemote,basic,20160518_17-19,lxcBridgeBr0,1E+02,1000,8.5896E+04,1.45199E+05,4.09301E+05,4.1383E+04,14023.606666328978,1.4360173226320874e+07,2.8720346452641748e+07
10gRemote,basic,20160518_17-19,lxcBridgeBr0,3E+01,1000,8.2262E+04,1.40297E+05,5.12886E+05,4.3287E+04,14415.3775174745,1.4761346577893889e+07,2.9522693155787777e+07
10gRemote,basic,20160518_17-19,lxcBridgeBr0,1E+01,1000,8.0082E+04,1.30562E+05,5.63792E+05,4.5189E+04,15878.734233687206,1.62598238552957e+07,3.25196477105914e+07
10gRemote,basic,20160518_17-19,lxcBridgeBr0,3E+00,1000,8.0438E+04,1.29113E+05,4.04564E+05,3.4678E+04,15692.250118649104,1.6068864121496683e+07,3.2137728242993366e+07
10gRemote,basic,20160518_17-19,lxcBridgeBr0,1E+00,1000,8.4115E+04,1.44341E+05,1.159147E+06,7.3034E+04,14472.845280623695,1.4820193567358663e+07,2.9640387134717327e+07
10gRemote,basic,20160518_17-19,lxcBridgeBr0,0E+00,1000,1.572236E+06,5.401297E+06,1.0290023E+07,2.970541E+06,80189.96682380693,8.21145260275783e+07,1.642290520551566e+08
10gRemote,basic,20160518_17-19,lxcNetworkDefault,1E+07,1000,2.30701E+05,3.79443E+05,1.342083E+06,4.2637E+04,99.99239260876804,102392.21003137848,204784.42006275695
10gRemote,basic,20160518_17-19,lxcNetworkDefault,3E+06,1000,2.79492E+05,3.80933E+05,1.096E+06,4.2521E+04,333.2513580536874,341249.3906469759,682498.7812939518
10gRemote,basic,20160518_17-19,lxcNetworkDefault,1E+06,1000,2.18517E+05,2.98575E+05,1.505604E+06,4.9603E+04,999.507486688889,1.0234956663694223e+06,2.0469913327388447e+06
10gRemote,basic,20160518_17-19,lxcNetworkDefault,3E+05,1000,1.68416E+05,3.21204E+05,1.300186E+06,5.3967E+04,3312.117224201597,3.391608037582435e+06,6.78321607516487e+06
10gRemote,basic,20160518_17-19,lxcNetworkDefault,1E+05,1000,8.9232E+04,1.4927E+05,3.82499E+05,3.437E+04,9370.290960277913,9.595177943324583e+06,1.9190355886649165e+07
10gRemote,basic,20160518_17-19,lxcNetworkDefault,3E+04,1000,7.5738E+04,1.3411E+05,1.081448E+06,9.4944E+04,12480.121973723302,1.2779644901092662e+07,2.5559289802185323e+07
10gRemote,basic,20160518_17-19,lxcNetworkDefault,1E+04,1000,8.4511E+04,1.20522E+05,3.60096E+05,3.2658E+04,13911.727501422161,1.4245608961456293e+07,2.8491217922912586e+07
10gRemote,basic,20160518_17-19,lxcNetworkDefault,3E+03,1000,8.1985E+04,1.30246E+05,1.168581E+06,8.3644E+04,14622.784936882064,1.4973731775367234e+07,2.9947463550734468e+07
10gRemote,basic,20160518_17-19,lxcNetworkDefault,1E+03,1000,8.5951E+04,1.24097E+05,4.51277E+05,3.2341E+04,14572.172385068838,1.492190452231049e+07,2.984380904462098e+07
10gRemote,basic,20160518_17-19,lxcNetworkDefault,3E+02,1000,8.4859E+04,1.36603E+05,1.09709E+06,5.4059E+04,13895.610504481252,1.4229105156588802e+07,2.8458210313177604e+07
10gRemote,basic,20160518_17-19,lxcNetworkDefault,1E+02,1000,7.7351E+04,1.13032E+05,4.36239E+05,2.8908E+04,15503.72597945719,1.5875815402964162e+07,3.1751630805928323e+07
10gRemote,basic,20160518_17-19,lxcNetworkDefault,3E+01,1000,8.2083E+04,1.11848E+05,3.30476E+05,2.8134E+04,15609.697130978251,1.598432986212173e+07,3.196865972424346e+07
10gRemote,basic,20160518_17-19,lxcNetworkDefault,1E+01,1000,8.6377E+04,1.25731E+05,1.073947E+06,4.7325E+04,14319.704149184396,1.4663377048764821e+07,2.9326754097529642e+07
10gRemote,basic,20160518_17-19,lxcNetworkDefault,3E+00,1000,7.8166E+04,3.21039E+05,4.529712E+06,6.99446E+05,14542.407302987536,1.4891425078259237e+07,2.9782850156518474e+07
10gRemote,basic,20160518_17-19,lxcNetworkDefault,1E+00,1000,7.5604E+04,1.19704E+05,3.84474E+05,2.9857E+04,14645.951549962014,1.4997454387161102e+07,2.9994908774322204e+07
10gRemote,basic,20160518_17-19,lxcNetworkDefault,0E+00,1000,3.118684E+06,5.190504E+06,7.697671E+06,1.329155E+06,69800.64099324637,7.147585637708429e+07,1.4295171275416857e+08
10gRemote,basic,20160518_17-19,physical,1E+07,1000,1.93928E+05,2.58515E+05,1.182466E+06,3.9371E+04,99.99353585787834,102393.38071846742,204786.76143693484
10gRemote,basic,20160518_17-19,physical,3E+06,1000,1.71525E+05,2.57737E+05,1.259106E+06,4.3742E+04,333.26321775168736,341261.53497772786,682523.0699554557
10gRemote,basic,20160518_17-19,physical,1E+06,1000,1.64906E+05,2.23974E+05,8.97232E+05,3.1405E+04,999.4138997149954,1.0233998333081553e+06,2.0467996666163106e+06
10gRemote,basic,20160518_17-19,physical,3E+05,1000,9.9638E+04,1.77252E+05,6.59351E+05,3.2221E+04,3326.260992860168,3.406091256688812e+06,6.812182513377624e+06
10gRemote,basic,20160518_17-19,physical,1E+05,1000,8.308E+04,1.42279E+05,2.70299E+05,3.6135E+04,9436.963663735807,9.663450791665467e+06,1.9326901583330933e+07
10gRemote,basic,20160518_17-19,physical,3E+04,1000,7.6488E+04,1.05809E+05,1.067093E+06,4.3402E+04,13763.602258430958,1.40939287126333e+07,2.81878574252666e+07
10gRemote,basic,20160518_17-19,physical,1E+04,1000,7.995E+04,9.9969E+04,4.67296E+05,3.039E+04,15472.546820352174,1.5843887944040626e+07,3.1687775888081253e+07
10gRemote,basic,20160518_17-19,physical,3E+03,1000,7.5118E+04,9.6118E+04,3.32565E+05,2.5167E+04,16170.846676909605,1.6558946997155435e+07,3.311789399431087e+07
10gRemote,basic,20160518_17-19,physical,1E+03,1000,7.8917E+04,9.4566E+04,3.914E+05,2.2998E+04,16608.748086713742,1.700735804079487e+07,3.401471608158974e+07
10gRemote,basic,20160518_17-19,physical,3E+02,1000,7.7583E+04,9.3738E+04,2.97939E+05,2.1288E+04,16676.066409432784,1.707629200325917e+07,3.415258400651834e+07
10gRemote,basic,20160518_17-19,physical,1E+02,1000,7.4643E+04,9.5632E+04,1.047257E+06,3.8029E+04,16497.18095347008,1.6893113296353363e+07,3.3786226592706725e+07
10gRemote,basic,20160518_17-19,physical,3E+01,1000,7.7978E+04,1.00791E+05,3.24755E+05,2.4263E+04,16304.767142163677,1.6696081553575605e+07,3.339216310715121e+07
10gRemote,basic,20160518_17-19,physical,1E+01,1000,7.1605E+04,1.01468E+05,4.06716E+05,2.8033E+04,15591.64484291145,1.5965844319141325e+07,3.193168863828265e+07
10gRemote,basic,20160518_17-19,physical,3E+00,1000,6.7997E+04,9.5613E+04,3.48397E+05,2.7409E+04,16650.587194612828,1.7050201287283536e+07,3.410040257456707e+07
10gRemote,basic,20160518_17-19,physical,1E+00,1000,7.4488E+04,9.7639E+04,3.83258E+05,2.4986E+04,15631.219515702614,1.6006368784079477e+07,3.2012737568158954e+07
10gRemote,basic,20160518_17-19,physical,0E+00,1000,4.592686E+06,5.828373E+06,7.177475E+06,7.45794E+05,76174.39396223471,7.800257941732834e+07,1.560051588346567e+08
Local,basic,20160513_21-33,kvmBridgeBr0,1E+07,1000,1.70829E+05,4.51508E+05,5.43967E+05,2.4468E+04,99.99529260160642,102395.17962404498,204790.35924808995
Local,basic,20160513_21-33,kvmBridgeBr0,3E+06,1000,1.39962E+05,4.24251E+05,1.016276E+06,4.0138E+04,333.28522072325,341284.066020608,682568.132041216
Local,basic,20160513_21-33,kvmBridgeBr0,1E+06,1000,2.19411E+05,3.26322E+05,5.11838E+05,3.3467E+04,999.5351741635366,1.0235240183434614e+06,2.047048036686923e+06
Local,basic,20160513_21-33,kvmBridgeBr0,3E+05,1000,1.03939E+05,2.76486E+05,4.86534E+05,6.1131E+04,3328.632350246844,3.4085195266527683e+06,6.8170390533055365e+06
Local,basic,20160513_21-33,kvmBridgeBr0,1E+05,1000,6.2821E+04,1.4729E+05,3.75387E+05,4.6594E+04,8289.223130443848,8.4881644855745e+06,1.6976328971149e+07
Local,basic,20160513_21-33,kvmBridgeBr0,3E+04,1000,5.9785E+04,1.47213E+05,1.475177E+06,1.37435E+05,11981.07565138712,1.2268621467020411e+07,2.4537242934040822e+07
Local,basic,20160513_21-33,kvmBridgeBr0,1E+04,1000,5.3399E+04,9.266E+04,3.38235E+05,3.3558E+04,15065.616484725244,1.542719128035865e+07,3.08543825607173e+07
Local,basic,20160513_21-33,kvmBridgeBr0,3E+03,1000,6.1743E+04,1.10012E+05,4.37474E+05,3.8998E+04,15079.66056890432,1.5441572422558025e+07,3.088314484511605e+07
Local,basic,20160513_21-33,kvmBridgeBr0,1E+03,1000,5.2465E+04,9.5262E+04,4.28804E+05,3.6756E+04,16101.360771082575,1.6487793429588556e+07,3.2975586859177113e+07
Local,basic,20160513_21-33,kvmBridgeBr0,3E+02,1000,5.4861E+04,9.3463E+04,4.38115E+05,2.9863E+04,16200.247238453205,1.6589053172176082e+07,3.3178106344352163e+07
Local,basic,20160513_21-33,kvmBridgeBr0,1E+02,1000,5.7279E+04,9.8262E+04,3.48286E+05,2.8767E+04,15317.690509525053,1.5685315081753654e+07,3.137063016350731e+07
Local,basic,20160513_21-33,kvmBridgeBr0,3E+01,1000,5.4049E+04,1.01874E+05,4.51934E+05,3.6906E+04,15271.685732653626,1.5638206190237314e+07,3.1276412380474627e+07
Local,basic,20160513_21-33,kvmBridgeBr0,1E+01,1000,5.8997E+04,1.13114E+05,4.75222E+05,4.0334E+04,15281.342893850824,1.5648095123303244e+07,3.1296190246606488e+07
Local,basic,20160513_21-33,kvmBridgeBr0,3E+00,1000,5.5477E+04,1.05114E+05,4.42962E+05,4.2218E+04,15604.254631100908,1.597875674224733e+07,3.195751348449466e+07
Local,basic,20160513_21-33,kvmBridgeBr0,1E+00,1000,5.8184E+04,9.7946E+04,3.4861E+05,3.213E+04,16215.784876338506,1.660496371337063e+07,3.320992742674126e+07
Local,basic,20160513_21-33,kvmBridgeBr0,0E+00,1000,4.54212E+06,5.083968E+06,5.736192E+06,2.856E+05,88367.63765026917,9.048846095387563e+07,1.8097692190775126e+08
Local,basic,20160513_21-33,kvmNetworkDefault,1E+07,1000,2.53929E+05,4.20848E+05,5.74069E+05,5.6268E+04,99.99316458726062,102393.00053735488,204786.00107470975
Local,basic,20160513_21-33,kvmNetworkDefault,3E+06,1000,2.68601E+05,4.39171E+05,5.35668E+05,4.018E+04,333.2703370189684,341268.82510742365,682537.6502148473
Local,basic,20160513_21-33,kvmNetworkDefault,1E+06,1000,1.60707E+05,3.63616E+05,4.98268E+05,4.7033E+04,999.495215935639,1.0234831011180943e+06,2.0469662022361886e+06
Local,basic,20160513_21-33,kvmNetworkDefault,3E+05,1000,1.40839E+05,2.97715E+05,4.37077E+05,5.7239E+04,3329.034506687721,3.4089313348482265e+06,6.817862669696453e+06
Local,basic,20160513_21-33,kvmNetworkDefault,1E+05,1000,6.1494E+04,1.48216E+05,3.88898E+05,4.8359E+04,9233.099238874081,9.45469362060706e+06,1.890938724121412e+07
Local,basic,20160513_21-33,kvmNetworkDefault,3E+04,1000,6.1129E+04,1.59137E+05,1.876475E+06,1.99864E+05,11427.655648898171,1.1701919384471728e+07,2.3403838768943455e+07
Local,basic,20160513_21-33,kvmNetworkDefault,1E+04,1000,5.3221E+04,1.01812E+05,3.87551E+05,3.1797E+04,14308.72578292876,1.465213520171905e+07,2.93042704034381e+07
Local,basic,20160513_21-33,kvmNetworkDefault,3E+03,1000,6.0554E+04,1.21078E+05,3.66537E+05,3.7702E+04,14397.027992717407,1.4742556664542625e+07,2.948511332908525e+07
Local,basic,20160513_21-33,kvmNetworkDefault,1E+03,1000,5.4159E+04,1.14666E+05,3.86681E+05,3.8118E+04,15201.730151473383,1.5566571675108744e+07,3.1133143350217488e+07
Local,basic,20160513_21-33,kvmNetworkDefault,3E+02,1000,5.6287E+04,1.30679E+05,3.85288E+05,4.379E+04,14831.462747229176,1.5187417853162676e+07,3.0374835706325352e+07
Local,basic,20160513_21-33,kvmNetworkDefault,1E+02,1000,6.0314E+04,1.06063E+05,3.48749E+05,3.0423E+04,14525.863539709202,1.4874484264662223e+07,2.9748968529324446e+07
Local,basic,20160513_21-33,kvmNetworkDefault,3E+01,1000,6.0247E+04,1.08891E+05,3.4224E+05,3.4375E+04,14970.665430209467,1.5329961400534494e+07,3.0659922801068988e+07
Local,basic,20160513_21-33,kvmNetworkDefault,1E+01,1000,5.2148E+04,1.03532E+05,4.03028E+05,3.5871E+04,14688.261838830842,1.5040780122962782e+07,3.0081560245925564e+07
Local,basic,20160513_21-33,kvmNetworkDefault,3E+00,1000,5.5643E+04,9.9903E+04,4.17622E+05,3.1619E+04,15329.583594549438,1.5697493600818625e+07,3.139498720163725e+07
Local,basic,20160513_21-33,kvmNetworkDefault,1E+00,1000,5.4694E+04,8.9696E+04,4.16263E+05,2.6679E+04,15830.640264388157,1.6210575630733473e+07,3.2421151261466946e+07
Local,basic,20160513_21-33,kvmNetworkDefault,0E+00,1000,1.126877E+06,6.096533E+06,6.590383E+06,5.50647E+05,82996.45073978056,8.498836555753529e+07,1.6997673111507058e+08
Local,basic,20160513_21-33,lxcBridgeBr0,1E+07,1000,9.0706E+04,2.57633E+05,3.22873E+05,2.4742E+04,99.99623574170174,102396.14539950258,204792.29079900516
Local,basic,20160513_21-33,lxcBridgeBr0,3E+06,1000,1.65088E+05,3.18336E+05,3.76897E+05,2.0035E+04,333.2837418234958,341282.5516272597,682565.1032545194
Local,basic,20160513_21-33,lxcBridgeBr0,1E+06,1000,1.27821E+05,2.2823E+05,3.09828E+05,2.5997E+04,999.5710550727076,1.0235607603944526e+06,2.0471215207889052e+06
Local,basic,20160513_21-33,lxcBridgeBr0,3E+05,1000,6.7576E+04,1.70494E+05,4.08794E+05,3.0462E+04,3328.656083333358,3.4085438293333584e+06,6.817087658666717e+06
Local,basic,20160513_21-33,lxcBridgeBr0,1E+05,1000,3.3632E+04,1.10578E+05,3.76598E+05,4.3859E+04,8848.138374691125,9.060493695683712e+06,1.8120987391367424e+07
Local,basic,20160513_21-33,lxcBridgeBr0,3E+04,1000,3.7733E+04,9.7237E+04,2.77867E+05,3.3608E+04,11595.871762970362,1.1874172685281651e+07,2.3748345370563302e+07
Local,basic,20160513_21-33,lxcBridgeBr0,1E+04,1000,5.0167E+04,9.6045E+04,2.69129E+05,2.9019E+04,13280.293082256821,1.3599020116230985e+07,2.719804023246197e+07
Local,basic,20160513_21-33,lxcBridgeBr0,3E+03,1000,4.4859E+04,1.15779E+05,1.641347E+06,1.67992E+05,14433.119529279396,1.4779514397982102e+07,2.9559028795964204e+07
Local,basic,20160513_21-33,lxcBridgeBr0,1E+03,1000,4.2277E+04,8.2219E+04,2.87747E+05,2.451E+04,15550.649671154299,1.5923865263262002e+07,3.1847730526524004e+07
Local,basic,20160513_21-33,lxcBridgeBr0,3E+02,1000,4.0503E+04,7.9617E+04,3.42295E+05,3.0801E+04,15488.964058896661,1.5860699196310181e+07,3.1721398392620362e+07
Local,basic,20160513_21-33,lxcBridgeBr0,1E+02,1000,3.5527E+04,7.177E+04,2.74293E+05,2.836E+04,15612.226027875786,1.5986919452544805e+07,3.197383890508961e+07
Local,basic,20160513_21-33,lxcBridgeBr0,3E+01,1000,3.9151E+04,7.9978E+04,3.27554E+05,2.4308E+04,15387.473903805976,1.575677327749732e+07,3.151354655499464e+07
Local,basic,20160513_21-33,lxcBridgeBr0,1E+01,1000,3.5846E+04,7.1107E+04,3.84552E+05,3.1189E+04,15738.23017243466,1.6115947696573092e+07,3.2231895393146183e+07
Local,basic,20160513_21-33,lxcBridgeBr0,3E+00,1000,5.3629E+04,9.5513E+04,3.1962E+05,1.9675E+04,14747.222939387866,1.5101156289933175e+07,3.020231257986635e+07
Local,basic,20160513_21-33,lxcBridgeBr0,1E+00,1000,5.3454E+04,9.4024E+04,2.68849E+05,1.4866E+04,14816.484797279078,1.5172080432413775e+07,3.034416086482755e+07
Local,basic,20160513_21-33,lxcBridgeBr0,0E+00,1000,1.783112E+06,4.840561E+06,8.705815E+06,2.188537E+06,91376.6235570032,9.356966252237128e+07,1.8713932504474255e+08
Local,basic,20160513_21-33,lxcNetworkDefault,1E+07,1000,1.0735E+05,2.66971E+05,3.46523E+05,1.4302E+04,99.9959279558222,102395.83022676193,204791.66045352386
Local,basic,20160513_21-33,lxcNetworkDefault,3E+06,1000,1.56514E+05,2.72617E+05,3.57253E+05,2.4664E+04,333.2844316196299,341283.25797850103,682566.5159570021
Local,basic,20160513_21-33,lxcNetworkDefault,1E+06,1000,1.23907E+05,2.28824E+05,3.20371E+05,3.043E+04,999.650985853403,1.0236426095138846e+06,2.0472852190277693e+06
Local,basic,20160513_21-33,lxcNetworkDefault,3E+05,1000,9.6086E+04,1.59772E+05,3.25941E+05,2.4261E+04,3330.1381989369816,3.410061515711469e+06,6.820123031422938e+06
Local,basic,20160513_21-33,lxcNetworkDefault,1E+05,1000,3.8246E+04,1.00759E+05,2.60873E+05,3.7431E+04,8942.391495413684,9.157008891303612e+06,1.8314017782607224e+07
Local,basic,20160513_21-33,lxcNetworkDefault,3E+04,1000,3.8299E+04,1.01261E+05,1.199614E+06,1.08506E+05,12072.21619040647,1.2361949378976226e+07,2.472389875795245e+07
Local,basic,20160513_21-33,lxcNetworkDefault,1E+04,1000,4.1832E+04,9.0932E+04,3.23596E+05,2.6594E+04,14083.24748420388,1.4421245423824772e+07,2.8842490847649544e+07
Local,basic,20160513_21-33,lxcNetworkDefault,3E+03,1000,4.6585E+04,8.2437E+04,3.41633E+05,2.0883E+04,14787.06967168905,1.5141959343809588e+07,3.0283918687619176e+07
Local,basic,20160513_21-33,lxcNetworkDefault,1E+03,1000,3.448E+04,6.6874E+04,2.80629E+05,2.7143E+04,15414.50648415069,1.5784454639770307e+07,3.1568909279540613e+07
Local,basic,20160513_21-33,lxcNetworkDefault,3E+02,1000,3.483E+04,6.4578E+04,3.15226E+05,3.3501E+04,15565.79501223985,1.5939374092533607e+07,3.1878748185067214e+07
Local,basic,20160513_21-33,lxcNetworkDefault,1E+02,1000,3.3631E+04,5.4921E+04,3.04369E+05,2.4569E+04,16205.645230033624,1.6594580715554431e+07,3.3189161431108862e+07
Local,basic,20160513_21-33,lxcNetworkDefault,3E+01,1000,3.8115E+04,7.6845E+04,4.43119E+05,3.4259E+04,15448.971521798469,1.5819746838321632e+07,3.1639493676643264e+07
Local,basic,20160513_21-33,lxcNetworkDefault,1E+01,1000,3.959E+04,6.2996E+04,3.2527E+05,2.8486E+04,15568.446159782761,1.5942088867617548e+07,3.1884177735235095e+07
Local,basic,20160513_21-33,lxcNetworkDefault,3E+00,1000,3.4851E+04,8.4572E+04,9.7323E+05,5.7631E+04,15262.408807679714,1.5628706619064027e+07,3.1257413238128055e+07
Local,basic,20160513_21-33,lxcNetworkDefault,1E+00,1000,3.7634E+04,7.4709E+04,3.01268E+05,2.8738E+04,15310.971730572033,1.5678435052105762e+07,3.1356870104211524e+07
Local,basic,20160513_21-33,lxcNetworkDefault,0E+00,1000,1.849437E+06,6.222743E+06,1.1157408E+07,2.943915E+06,76153.62073912876,7.798130763686785e+07,1.559626152737357e+08
